state,State,goal,pledged,backers_count,campaign_length,decision_timing,spotlight,staff_pick,category_name,parent_category,usd_pledged,Blurb length,Blurb caps,Name Length,Name Caps,created_at,deadline,launched_at,fx_rate,static_usd_rate,state_changed_at,name,country,blurb,category,,
failed,0,80,1,1,1036800,1036800,FALSE,FALSE,"food/small batch""",food,1.0,128,9,23,3,1422249881,1423357137,1422320337,1,1,1423357137,Gourmet Caviar Truffles,US,"This Creamy Gourmet Truffle is made with fresh Cream,Belgian Chocolate & Vermont butter. So delicious you wont be able to share.","{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}",,
successful,1,2400,3086,64,2592000,2592000,TRUE,FALSE,"food/small batch""",food,3409.28173758,118,2,54,2,1571853455,1575915226,1573323226,1.1753395,1.10475753,1575915226,Boost your bbq experience with Bordoak grilling planks,FR,Enjoy the unique taste of wine aged in oak barrel for your barbecue with the world's only Bordeaux wine infused planks,"{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}",,
failed,0,8750,881,7,4320000,4320000,FALSE,FALSE,"photography/photobooks""",photography,1121.49294844,133,9,17,4,1474928978,1485254969,1480934969,1.29135567,1.27297724,1485254969,Le Mont St Michel,GB,"A limited edition photo book about Mont St Michel, an island off the coast of Normandy. This dramatic place is a World Heritage Site.","{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}",,
failed,0,900,86.29,3,2588400,2588400,FALSE,FALSE,"fashion/jewelry""",fashion,64.6959240484,128,6,60,8,1583327924,1585961904,1583373504,0.75574365,0.74974996,1585961904,"Hand crafted by Inuit crafts person, Otolith Earrings (RARE)",CA,"Hand crafted earrings that are made from Otolith bones, which come from North Atlantic Cod fish ear bones.  These are very rare.","{""id"":267,""name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}",,
successful,1,2500,3115,30,2592000,2592000,TRUE,FALSE,"music/rock""",music,2813.34218515,108,6,35,6,1394340891,1397678044,1395086044,0.72636675,0.90315961,1397678044,The New Dumb Idea - Whiskey & Speed,AU,"The New Dumb Idea...a crazy rockin’, genre-defying album Whiskey & Speed can’t wait to unleash on the world.","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
failed,0,8750,1800,19,2592000,2592000,FALSE,FALSE,"photography/photobooks""",photography,1800.0,126,5,56,9,1496440106,1504201594,1501609594,1,1,1504201594,'Revolutions: A Road Trip of 10 Million Landscapes' Book,US,"What if you could escape? Revolutions is the journey of living in a campervan, exploring the USA through fine art photography.","{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}",,
successful,1,1000,1005,18,3103335,3103355,TRUE,FALSE,"music/rock""",music,1005.0,130,11,57,5,1390855524,1394301600,1391198265,1,1,1394301620,"Help The Dangits fund their 12"" vinyl full length record!",US,"We are close to having this thing fully funded but WE NEED YOU.  Help us, help you help us and in the process, get some cool shit!","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
failed,0,38000,1140,13,5184000,5184000,FALSE,FALSE,"technology/diy electronics""",technology,1340.9918838,131,3,55,3,1529835623,1536440698,1531256698,1.1753395,1.17630867,1536440698,The AquaMose smart watering system for different plants,NL,AquaMose is an automated watering system that contains a controller and water reservoir. It determines the right amount of watering,"{""id"":334,""name"":""DIY Electronics"",""slug"":""technology/diy electronics"",""position"":4,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/diy%20electronics""}}}",,
successful,1,20000,34592,123,2592000,2592000,TRUE,FALSE,"technology/sound""",technology,39210.174173120000,132,20,60,16,1463659880,1469196883,1466604883,1.1753395,1.13350411,1469196883,RaspTouch Standalone Audio Player Raspberry Pi 3 + SABRE DAC,FR,"High-end Open Source audio player with Aluminium chassis, touchscreen and ES9018K2M output DAC. piCore Player & RuneAudio compatible","{""id"":339,""name"":""Sound"",""slug"":""technology/sound"",""position"":12,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/sound""}}}",,
successful,1,25000,27516,80,2592000,2592000,TRUE,FALSE,"film & video/fantasy""",film & video,27516.0,97,1,52,10,1504228567,1585102245,1582510245,1,1,1585102245,Tavern Brawl: A Tabletop RPG Inspired Fantasy Series,US,A tavernkeep desperately tries to stop incoming adventurers from tearing his establishment apart.,"{""id"":296,""name"":""Fantasy"",""slug"":""film & video/fantasy"",""position"":8,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/fantasy""}}}",,
successful,1,15000,19555,145,2820494,2820495,TRUE,FALSE,"food""",food,19555.0,102,6,39,3,1499813239,1504420200,1501599706,1,1,1504420201,REVolutionary meals for life on the go.,US,The world’s first REV Dry™ meal: The fast and easy meal that is packed with nutrition and great taste!,"{""id"":10,""name"":""Food"",""slug"":""food"",""position"":8,""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food""}}}",,
successful,1,5500,6095,72,2583540,2583540,TRUE,FALSE,"dance/residencies""",dance,6095.0,126,1,54,8,1468078420,1471060500,1468476960,1,1,1471060500,International Interdisciplinary Artists Residency 2016,US,"A meeting of performing and creative artists, educators and producers working across artistic disciplines and cultural divides","{""id"":255,""name"":""Residencies"",""slug"":""dance/residencies"",""position"":2,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/residencies""}}}",,
successful,1,10000,19465,206,2874521,2874537,TRUE,FALSE,"music/rock""",music,19465.0,130,20,42,5,1385431050,1388552400,1385677879,1,1,1388552416,Rathkeltair's Goodbye to the Big White Van,US,"New Limited Edition DOUBLE LIVE CD and exclusive tracks, Video and Merchandise! All Kickstarter exclusives! Tons of great rewards!","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
successful,1,15000,20868,342,2592000,2592000,TRUE,TRUE,"photography/photobooks""",photography,23777.944937760000,129,5,40,5,1499088460,1502448014,1499856014,1.1753395,1.13944532,1502448014,Yalla Habibi - Living with War in Aleppo,DE,A photobook providing an inside perspective of people's everyday lives in the Syrian conflict by Aleppo photographer Hosam Katan.,"{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}",,
failed,0,30000,4,4,2592000,2592000,FALSE,FALSE,"technology/web""",technology,4.0,114,2,38,2,1458573247,1462485387,1459893387,1,1,1462485387,Find Features.com is a social website.,US,Find Features.com is a fun site for sending photos and messages with the ability to change the photo presentation.,"{""id"":342,""name"":""Web"",""slug"":""technology/web"",""position"":15,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/web""}}}",,
successful,1,5000,5441,78,2588400,2588401,TRUE,TRUE,"food/spaces""",food,7046.1020733,105,1,46,4,1544730572,1552290107,1549701707,1.29135567,1.2950013,1552290108,BOX. a new concept restaurant - Northumberland,GB,We're creating a brand new outdoor food and dining experience and want you to be part of its creation! :),"{""id"":314,""name"":""Spaces"",""slug"":""food/spaces"",""position"":11,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/spaces""}}}",,
failed,0,19300,87,7,2588400,2588400,FALSE,FALSE,"games/playing cards""",games,95.32543803,94,8,6,1,1577738465,1584041694,1581453294,1.1753395,1.09569469,1584041694,Kohoju,DE,Ein Kartenspiel für Groß und Klein. Mit einfachen Regeln und dem Potential zum echten Fungame.,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}",,
failed,0,15000,1115,10,2355876,2355888,FALSE,FALSE,"music/classical music""",music,1115.0,133,8,55,10,1407315883,1413777600,1411421724,1,1,1413777612,PA Philharmonic: Help Bring Music to Students Across PA,US,"The PA Philharmonic presents Classical & Pops performances throughout PA, and provides free concerts in many rural and urban schools.","{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}",,
canceled,0,10000,1377,19,2592000,2161964,FALSE,FALSE,"food/small batch""",food,1377.0,116,2,49,5,1492713422,1497045562,1494453562,1,1,1496615526,Artisanal Liquor Inspired Confections. (Canceled),US,Insanely delicious artisan confections handcrafted with the finest ingredients and California local top-shelf booze!,"{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}",,
successful,1,5,145,3,2592000,2592001,TRUE,FALSE,"music/rock""",music,21.9649016,132,5,35,4,1441546456,1445162424,1442570424,0.15799139,0.15148208,1445162425,New Soundtracks for your Space Walk,DK,"Have you ever been into the Space?
You need only 3 minutes and the real space will penetrate into you!
Support please our new album!","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
successful,1,10000,13062,62,2592000,2592000,TRUE,FALSE,"food/restaurants""",food,13062.0,135,12,30,6,1555694486,1558926001,1556334001,1,1,1558926001,"RPG (Restaurant, Pub, & Games)",US,"Opening fall 2019 in Lawrence, KS, bringing a library of 1,000 board games, mead, food, & community events to a comfortable atmosphere.","{""id"":312,""name"":""Restaurants"",""slug"":""food/restaurants"",""position"":9,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/restaurants""}}}",,
failed,0,1500,555,16,2592000,2592003,FALSE,FALSE,"publishing/art books""",publishing,555.0,133,4,40,5,1472564479,1475857501,1473265501,1,1,1475857504,The History of Schenectady Coloring Book,US,"A relaxing teaching tool, this coloring book for kids/ adults is about Schenectady's important contributions to the US and the world.","{""id"":45,""name"":""Art Books"",""slug"":""publishing/art books"",""position"":3,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/art%20books""}}}",,
successful,1,4000,4347.41,90,2592000,2592000,TRUE,FALSE,"music/rock""",music,4347.41,100,7,42,17,1375693059,1380571115,1377979115,1,1,1380571115,The Jelly Project's 2nd Album DEBAUCHEROUS,US,The Jelly Project is recording their 2nd full length LP. Debaucherous promises to be rocks new hope!,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
successful,1,12000,13647.290000000000,79,2592000,2592059,TRUE,FALSE,"food""",food,10364.122549923500,71,5,16,3,1557334191,1570728693,1568136693,0.75574365,0.75942715,1570728752,Best Pepper Ever,CA,Fair Trade Distribution of Kampot Pepper - the best pepper in the world,"{""id"":10,""name"":""Food"",""slug"":""food"",""position"":8,""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food""}}}",,
successful,1,14500,14811,154,2073600,2073600,TRUE,TRUE,"film & video/documentary""",film & video,14811.0,134,3,21,3,1493093545,1495683892,1493610292,1,1,1495683892,Sembene Across Africa,US,"Join the largest community screening in history, featuring a film about ""the father of African cinema,"" shown in every African nation.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}",,
successful,1,10000,15051,169,2592000,2592000,TRUE,FALSE,"film & video/documentary""",film & video,15051.0,107,4,22,4,1478053320,1523926669,1521334669,1,1,1523926669,"From Jersey, With Love",US,"A film about the impact of education in a Nigerian community and the catalyst for it, a New Jersey teacher.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}",,
successful,1,5000,5242,105,2592000,2592002,TRUE,FALSE,"film & video/documentary""",film & video,5242.0,131,7,57,9,1455320563,1460771918,1458179918,1,1,1460771920,Mid Drift: A Documentary Film About Postpartum Body Image,US,Mid Drift: Exposing The Soft Underbelly of Motherhood is a documentary film exposing postpartum body image issues around the globe.,"{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}",,
successful,1,650,901.11,20,1814400,1814453,TRUE,FALSE,"music/classical music""",music,901.11,118,7,60,4,1354340298,1356455677,1354641277,1,1,1356455730,"Martha Lopez, soprano, nears completion of first CD release!",US,"Martha Lopez, soprano, has completed recording her debut album of 23 classical art songs from Spain and Latin America.","{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}",,
successful,1,10000,10294,40,2592000,2592000,TRUE,FALSE,"food/drinks""",food,12102.1452176,135,7,24,3,1490101745,1503852034,1501260034,1.1753395,1.1756504,1503852034,Abonauten Gin Abonnement,DE,"Du suchst den Gin des Lebens, ohne alles auf eine einzige Flasche zu setzen? Dann entdecke jetzt die ganze, faszinierende Welt des Gin.","{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}",,
successful,1,15000,15680,157,2592000,2592000,TRUE,FALSE,"food/restaurants""",food,19558.584729600000,90,3,48,10,1562587264,1566740041,1564148041,1.29135567,1.24735872,1566740041,Sarap Filipino BBQ & Lechon - We've Found A Home,GB,Sarap is moving to Brixton and we want to stay there! Help us get the best possible start.,"{""id"":312,""name"":""Restaurants"",""slug"":""food/restaurants"",""position"":9,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/restaurants""}}}",,
successful,1,4000,4102,134,3032843,3032843,TRUE,FALSE,"music/rock""",music,5116.1485354,130,17,17,5,1566515520,1572305100,1569272257,1.29135567,1.2472327,1572305100,ZIO Concept Album,GB,"Sci fi, Fantasy, Story telling and DIY Project! 

Featuring Hayley Griffiths, That Joe Payne, Heather Findlay and Franck Carducci.","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
successful,1,8000,10024.33,290,3283200,3283200,TRUE,FALSE,"games/playing cards""",games,10024.33,130,4,35,5,1424960469,1430237507,1426954307,1,1,1430237507,Deep - Mermaid Themed Playing Cards,US,The depths have returned! Plunge into the beauty of underwater mythology with this vibrantly illustrated deck by Galen Ihlenfeldt.,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}",,
failed,0,75000,21,3,3888000,3888000,FALSE,FALSE,"photography/photobooks""",photography,21.0,127,6,25,6,1404836285,1409106804,1405218804,1,1,1409106804,365 Days of Pico Mountain,US,"Pico Mtn located in the mid-Atlantic Ocean in the Azores, has an ever changing appearance and I would love to show the world!!!","{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}",,
successful,1,6500,6542,17,3456000,3456002,TRUE,FALSE,"film & video/documentary""",film & video,954.95366508,123,2,13,2,1449920923,1456761389,1453305389,0.15799139,0.14597274,1456761391,Gambaga Exile,DK,"Women living as outcasts in rural Ghana accused of being witches, now return to their homes to confront their perpetrators.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}",,
failed,0,21000,1027,28,4870170,4870170,FALSE,FALSE,"technology/sound""",technology,1027.0,135,27,25,3,1455602900,1472788740,1467918570,1,1,1472788740,Gravity Bluetooth Speaker,US,"Bluetooth wireless speaker, hands free1.5 loud speaker plus bass enhancer radiator. MP3/WMA/MAV/APE/FLAC. Output power 3W. USB spec 2.0","{""id"":339,""name"":""Sound"",""slug"":""technology/sound"",""position"":12,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/sound""}}}",,
successful,1,250000,388258,528,2592000,2592003,TRUE,TRUE,"food/drinks""",food,50318.225152260000,114,1,41,7,1504290253,1524053276,1521461276,0.10984025,0.12959997,1524053279,SteepShot - The Simple Way to Brew Coffee,NO,A simple and portable coffee brewer that utilises pressure to brew delicious full-bodied coffee in under a minute.,"{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}",,
failed,0,1000,100,3,2592000,2592000,FALSE,FALSE,"music/classical music""",music,100.0,129,1,38,2,1461345960,1463939439,1461347439,1,1,1463939439,Phonetic Composition recording project,US,Speech sounds artistically orchestrated for chamber orchestra based on spectral analysis and innovative compositional techniques.,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}",,
successful,1,3500,3855,73,3234614,3234614,TRUE,FALSE,"music/rock""",music,3855.0,124,8,34,5,1408921951,1412481540,1409246926,1,1,1412481540,Team Cybergeist - New Album & Tour,US,"Help Team Cybergeist release new album ""The Other Side Of Fate"" and survive on tour, bringing our exciting live show to you!","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
successful,1,5000,5408,89,5184000,5184001,TRUE,FALSE,"music/classical music""",music,5845.57014912,74,6,44,5,1586602247,1594723450,1589539450,1.1753395,1.08091164,1594723451,"""J.S. Bach for a guitar trio"" - CD recording",IT,"A CD recording of J.S. Bach's music, transcribed for classical guitar trio","{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}",,
successful,1,5000,5243,25,2592000,2592001,TRUE,FALSE,"fashion/childrenswear""",fashion,5243.0,135,2,57,8,1529705878,1540155540,1537563540,1,1,1540155541,Boys Bamboo Polo Shirts: Supreme Comfort in a Dressy Polo,US,"We are taking a modern approach to updating the classic polo shirt.  Sustainable fabrics, ethically manufactured and they feel amazing.","{""id"":264,""name"":""Childrenswear"",""slug"":""fashion/childrenswear"",""position"":3,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/childrenswear""}}}",,
successful,1,20000,35765.010000000000,630,2592000,2592000,TRUE,FALSE,"music/rock""",music,35765.010000000000,134,11,47,5,1560998430,1565197887,1562605887,1,1,1565197887,New Terry Scott Taylor & Friends studio project,US,"A brand-new studio album by Terry Scott Taylor (Daniel Amos, Swirling Eddies, Lost Dogs, Neverhood, etc., along with many old friends.","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
failed,0,700,175,4,3391406,3391407,FALSE,FALSE,"music/classical music""",music,175.0,129,5,57,3,1441839087,1445295060,1441903654,1,1,1445295061,Help with travel costs for audition at Metropolitan Opera,US,I am a classically trained tenor with an audition for the Metropolitan Opera Chorus in October. www.josehernandeztenor.weebly.com,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}",,
successful,1,8000,11147,180,2592000,2592000,TRUE,TRUE,"food/vegan""",food,11147.0,134,4,33,5,1482789725,1486866492,1484274492,1,1,1486866492,Onion Maiden: Cooking Metal Punks,US,"Onion Maiden is a punk rock-fueled, heavy metal-spawned food purveyor specializing in vegetable-based Asian and American comfort food.","{""id"":315,""name"":""Vegan"",""slug"":""food/vegan"",""position"":12,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/vegan""}}}",,
successful,1,40000,41962,356,2853364,2853366,TRUE,TRUE,"food/restaurants""",food,55689.079834020000,135,6,41,4,1528911633,1532300400,1529447036,1.29135567,1.32713121,1532300402,"Tommy Heaney - The next chapter, Cardiff.",GB,"Chef Tommy Heaney plans to open his next restaurant in Pontcanna, Cardiff. We are asking for your help and kindness to make this happen","{""id"":312,""name"":""Restaurants"",""slug"":""food/restaurants"",""position"":9,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/restaurants""}}}",,
successful,1,30000,30977,114,2645250,2645250,TRUE,FALSE,"food""",food,30977.0,116,2,60,9,1507143815,1512104340,1509459090,1,1,1512104340,"Nomsly - Fresh, Healthy Kids Lunches, Delivered To Your Door",US,"Join us to bring healthy, delicious and fun lunches for kids to your area.  Convenient for parents, better for kids.","{""id"":10,""name"":""Food"",""slug"":""food"",""position"":8,""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food""}}}",,
successful,1,20000,20104,64,5129794,5129797,TRUE,FALSE,"food/restaurants""",food,20104.0,130,7,15,2,1530629139,1537281900,1532152106,1,1,1537281903,Share at Social,US,Social O.T.R. is a culinary training restaurant.  We are launching 'Share at Social' to build community and bring people together.,"{""id"":312,""name"":""Restaurants"",""slug"":""food/restaurants"",""position"":9,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/restaurants""}}}",,
failed,0,15000,2756,14,2592000,2592000,FALSE,FALSE,"fashion/jewelry""",fashion,3106.57722804,32,27,58,9,1471098327,1474835760,1472243760,1.1753395,1.12720509,1474835760,ViT Luxury Watches ® | Men's Watch | New Bullet Collection,NL,MEN WATCHES MAKE THAT ARE UNIQUE,"{""id"":267,""name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}",,
successful,1,1,9605,61,888084,888084,TRUE,FALSE,"technology/diy electronics""",technology,9605.0,133,11,59,6,1429726015,1453512600,1452624516,1,1,1453512600,"Arduino IoT. Home automation, 3D printing, robotics & more!",US,"Build it with no shields, no wires, no mess & no sweat. Rugged. Simple and powerful. Easy to use. Fully open source Arduino WiFi PLC.","{""id"":334,""name"":""DIY Electronics"",""slug"":""technology/diy electronics"",""position"":4,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/diy%20electronics""}}}",,
successful,1,15000,16777.010000000000,482,3456000,3456016,TRUE,FALSE,"games/playing cards""",games,16777.010000000000,78,7,46,10,1401160499,1405101594,1401645594,1,1,1405101610,"Plugged Nickel Playing Cards, Printed by USPCC",US,Playing cards based on the Old West. And dead people. But mostly the Old West.,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}",,
failed,0,3000,167,9,2592000,2592001,FALSE,FALSE,"publishing/art books""",publishing,167.0,72,1,40,2,1530576339,1534061500,1531469500,1,1,1534061501,Kitchen Stories - fine art coloring book,US,Fine art coloring book with contributing artists from all over the world,"{""id"":45,""name"":""Art Books"",""slug"":""publishing/art books"",""position"":3,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/art%20books""}}}",,
successful,1,2950,3080.35,94,3024000,3024001,TRUE,FALSE,"film & video/shorts""",film & video,4038.087432,111,3,39,4,1577089307,1581688809,1578664809,1.29135567,1.31091838,1581688810,A Woman Walks into a Bank: a short film,GB,"Inspired by the Patty Hearst kidnapping, this form-bending short provokes discussion about the nature of belief","{""id"":32,""name"":""Shorts"",""slug"":""film & video/shorts"",""position"":16,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/shorts""}}}",,
failed,0,150000,0,0,2592000,2592001,FALSE,FALSE,"food/small batch""",food,0.0,119,11,46,6,1447849115,1450473001,1447881001,1.1753395,1.06609467,1450473002,B.A.R.F. produktion und Onlinevertrieb/Versand,DE,Ich betreibe bereits seit 14 Monaten eine B.A.R.F. (biologisch-artgerechtes-roh-Futter für Hunde insbesondere Alergiker,"{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}",,
